Name,recall ± std,precision ± std,IoU ± std,chunk_size,chunk_overlap,n_results,recall_mean,recall_std,precision_mean,precision_std,iou_mean,iou_std,Created
ChunkSize_600_Overlap_150_RetrieveResults_6,85.2 ± 34.44,0.96 ± 0.74,0.96 ± 0.74,600,150,6,85.2,34.44,0.96,0.74,0.96,0.74,2025-03-31T16:43:17.000Z
ChunkSize_600_Overlap_150_RetrieveResults_7,85.2 ± 34.44,0.82 ± 0.63,0.82 ± 0.63,600,150,7,85.2,34.44,0.82,0.63,0.82,0.63,2025-03-31T16:43:38.000Z
ChunkSize_600_Overlap_150_RetrieveResults_8,87.8 ± 31.61,0.73 ± 0.54,0.73 ± 0.54,600,150,8,87.8,31.61,0.73,0.54,0.73,0.54,2025-03-31T16:43:59.000Z
ChunkSize_600_Overlap_150_RetrieveResults_9,87.8 ± 31.61,0.65 ± 0.48,0.65 ± 0.48,600,150,9,87.8,31.61,0.65,0.48,0.65,0.48,2025-03-31T16:44:20.000Z
ChunkSize_600_Overlap_150_RetrieveResults_10,87.8 ± 31.61,0.59 ± 0.44,0.59 ± 0.44,600,150,10,87.8,31.61,0.59,0.44,0.59,0.44,2025-03-31T16:44:41.000Z
ChunkSize_50_Overlap_175_RetrieveResults_1,,,,50,175,1,,,,,,,2025-03-31T16:45:03.000Z
ChunkSize_50_Overlap_175_RetrieveResults_2,,,,50,175,2,,,,,,,2025-03-31T16:45:18.000Z
ChunkSize_50_Overlap_175_RetrieveResults_3,,,,50,175,3,,,,,,,2025-03-31T16:45:34.000Z
ChunkSize_50_Overlap_175_RetrieveResults_4,,,,50,175,4,,,,,,,2025-03-31T16:45:50.000Z
ChunkSize_50_Overlap_175_RetrieveResults_5,,,,50,175,5,,,,,,,2025-03-31T16:46:06.000Z
ChunkSize_50_Overlap_175_RetrieveResults_6,,,,50,175,6,,,,,,,2025-03-31T16:46:22.000Z
ChunkSize_50_Overlap_175_RetrieveResults_7,,,,50,175,7,,,,,,,2025-03-31T16:46:37.000Z
ChunkSize_50_Overlap_175_RetrieveResults_8,,,,50,175,8,,,,,,,2025-03-31T16:46:58.000Z
ChunkSize_50_Overlap_175_RetrieveResults_9,,,,50,175,9,,,,,,,2025-03-31T16:47:14.000Z
ChunkSize_50_Overlap_175_RetrieveResults_10,,,,50,175,10,,,,,,,2025-03-31T16:47:30.000Z
ChunkSize_100_Overlap_175_RetrieveResults_1,,,,100,175,1,,,,,,,2025-03-31T16:47:46.000Z
ChunkSize_100_Overlap_175_RetrieveResults_2,,,,100,175,2,,,,,,,2025-03-31T16:48:02.000Z
ChunkSize_100_Overlap_175_RetrieveResults_3,,,,100,175,3,,,,,,,2025-03-31T16:48:23.000Z
ChunkSize_100_Overlap_175_RetrieveResults_4,,,,100,175,4,,,,,,,2025-03-31T16:48:39.000Z
ChunkSize_100_Overlap_175_RetrieveResults_5,,,,100,175,5,,,,,,,2025-03-31T16:48:55.000Z
ChunkSize_100_Overlap_175_RetrieveResults_6,,,,100,175,6,,,,,,,2025-03-31T16:49:11.000Z
ChunkSize_100_Overlap_175_RetrieveResults_7,,,,100,175,7,,,,,,,2025-03-31T16:49:32.000Z
ChunkSize_100_Overlap_175_RetrieveResults_8,,,,100,175,8,,,,,,,2025-03-31T16:49:48.000Z
ChunkSize_100_Overlap_175_RetrieveResults_9,,,,100,175,9,,,,,,,2025-03-31T16:50:03.000Z
ChunkSize_100_Overlap_175_RetrieveResults_10,,,,100,175,10,,,,,,,2025-03-31T16:50:24.000Z
ChunkSize_150_Overlap_175_RetrieveResults_1,,,,150,175,1,,,,,,,2025-03-31T16:50:50.000Z
ChunkSize_150_Overlap_175_RetrieveResults_2,,,,150,175,2,,,,,,,2025-03-31T16:51:05.000Z
ChunkSize_150_Overlap_175_RetrieveResults_3,,,,150,175,3,,,,,,,2025-03-31T16:51:26.000Z
ChunkSize_150_Overlap_175_RetrieveResults_4,,,,150,175,4,,,,,,,2025-03-31T16:51:42.000Z
ChunkSize_150_Overlap_175_RetrieveResults_5,,,,150,175,5,,,,,,,2025-03-31T16:52:03.000Z
ChunkSize_150_Overlap_175_RetrieveResults_6,,,,150,175,6,,,,,,,2025-03-31T16:52:19.000Z
ChunkSize_150_Overlap_175_RetrieveResults_7,,,,150,175,7,,,,,,,2025-03-31T16:52:35.000Z
ChunkSize_150_Overlap_175_RetrieveResults_8,,,,150,175,8,,,,,,,2025-03-31T16:52:51.000Z
ChunkSize_150_Overlap_175_RetrieveResults_9,,,,150,175,9,,,,,,,2025-03-31T16:53:07.000Z
ChunkSize_150_Overlap_175_RetrieveResults_10,,,,150,175,10,,,,,,,2025-03-31T16:53:28.000Z
ChunkSize_200_Overlap_175_RetrieveResults_1,,,,200,175,1,,,,,,,2025-03-31T16:53:49.000Z
ChunkSize_200_Overlap_175_RetrieveResults_2,,,,200,175,2,,,,,,,2025-03-31T16:54:05.000Z
ChunkSize_200_Overlap_175_RetrieveResults_3,,,,200,175,3,,,,,,,2025-03-31T16:54:20.000Z
ChunkSize_200_Overlap_175_RetrieveResults_4,,,,200,175,4,,,,,,,2025-03-31T16:54:36.000Z
ChunkSize_200_Overlap_175_RetrieveResults_5,,,,200,175,5,,,,,,,2025-03-31T16:54:52.000Z
ChunkSize_200_Overlap_175_RetrieveResults_6,,,,200,175,6,,,,,,,2025-03-31T16:55:08.000Z
ChunkSize_200_Overlap_175_RetrieveResults_7,,,,200,175,7,,,,,,,2025-03-31T16:55:24.000Z
ChunkSize_200_Overlap_175_RetrieveResults_8,,,,200,175,8,,,,,,,2025-03-31T16:55:39.000Z
ChunkSize_200_Overlap_175_RetrieveResults_9,,,,200,175,9,,,,,,,2025-03-31T16:55:55.000Z
ChunkSize_200_Overlap_175_RetrieveResults_10,,,,200,175,10,,,,,,,2025-03-31T16:56:11.000Z
ChunkSize_250_Overlap_175_RetrieveResults_1,,,,250,175,1,,,,,,,2025-03-31T16:56:43.000Z
ChunkSize_250_Overlap_175_RetrieveResults_2,,,,250,175,2,,,,,,,2025-03-31T16:56:59.000Z
ChunkSize_250_Overlap_175_RetrieveResults_3,,,,250,175,3,,,,,,,2025-03-31T16:57:15.000Z
ChunkSize_250_Overlap_175_RetrieveResults_4,,,,250,175,4,,,,,,,2025-03-31T16:57:31.000Z
ChunkSize_250_Overlap_175_RetrieveResults_5,,,,250,175,5,,,,,,,2025-03-31T16:57:47.000Z
ChunkSize_250_Overlap_175_RetrieveResults_6,,,,250,175,6,,,,,,,2025-03-31T16:58:03.000Z
ChunkSize_250_Overlap_175_RetrieveResults_7,,,,250,175,7,,,,,,,2025-03-31T16:58:19.000Z
ChunkSize_250_Overlap_175_RetrieveResults_8,,,,250,175,8,,,,,,,2025-03-31T16:58:34.000Z
ChunkSize_250_Overlap_175_RetrieveResults_9,,,,250,175,9,,,,,,,2025-03-31T16:58:50.000Z
ChunkSize_250_Overlap_175_RetrieveResults_10,,,,250,175,10,,,,,,,2025-03-31T16:59:06.000Z
ChunkSize_300_Overlap_175_RetrieveResults_1,,,,300,175,1,,,,,,,2025-03-31T16:59:22.000Z
ChunkSize_300_Overlap_175_RetrieveResults_2,,,,300,175,2,,,,,,,2025-03-31T16:59:38.000Z
ChunkSize_300_Overlap_175_RetrieveResults_3,,,,300,175,3,,,,,,,2025-03-31T16:59:54.000Z
ChunkSize_300_Overlap_175_RetrieveResults_4,,,,300,175,4,,,,,,,2025-03-31T17:00:10.000Z
ChunkSize_300_Overlap_175_RetrieveResults_5,,,,300,175,5,,,,,,,2025-03-31T17:00:26.000Z
ChunkSize_300_Overlap_175_RetrieveResults_6,,,,300,175,6,,,,,,,2025-03-31T17:00:41.000Z
ChunkSize_300_Overlap_175_RetrieveResults_7,,,,300,175,7,,,,,,,2025-03-31T17:00:57.000Z
ChunkSize_300_Overlap_175_RetrieveResults_8,,,,300,175,8,,,,,,,2025-03-31T17:01:13.000Z
ChunkSize_300_Overlap_175_RetrieveResults_9,,,,300,175,9,,,,,,,2025-03-31T17:01:29.000Z
ChunkSize_300_Overlap_175_RetrieveResults_10,,,,300,175,10,,,,,,,2025-03-31T17:01:45.000Z
ChunkSize_350_Overlap_175_RetrieveResults_1,70.07 ± 43.33,8.35 ± 8.1,8.27 ± 7.98,350,175,1,70.07,43.33,8.35,8.1,8.27,7.98,2025-03-31T17:02:01.000Z
ChunkSize_350_Overlap_175_RetrieveResults_2,83.04 ± 35.76,4.85 ± 3.91,4.83 ± 3.9,350,175,2,83.04,35.76,4.85,3.91,4.83,3.9,2025-03-31T17:02:22.000Z
ChunkSize_350_Overlap_175_RetrieveResults_3,86.88 ± 32.74,3.4 ± 2.66,3.4 ± 2.66,350,175,3,86.88,32.74,3.4,2.66,3.4,2.66,2025-03-31T17:02:43.000Z
ChunkSize_350_Overlap_175_RetrieveResults_4,96.06 ± 17.66,2.83 ± 1.88,2.83 ± 1.88,350,175,4,96.06,17.66,2.83,1.88,2.83,1.88,2025-03-31T17:03:04.000Z
ChunkSize_350_Overlap_175_RetrieveResults_5,97.37 ± 13.75,2.28 ± 1.5,2.28 ± 1.5,350,175,5,97.37,13.75,2.28,1.5,2.28,1.5,2025-03-31T17:03:26.000Z
ChunkSize_350_Overlap_175_RetrieveResults_6,99.13 ± 6.98,1.92 ± 1.23,1.92 ± 1.23,350,175,6,99.13,6.98,1.92,1.23,1.92,1.23,2025-03-31T17:03:47.000Z
ChunkSize_350_Overlap_175_RetrieveResults_7,99.13 ± 6.98,1.65 ± 1.05,1.65 ± 1.05,350,175,7,99.13,6.98,1.65,1.05,1.65,1.05,2025-03-31T17:04:07.000Z
ChunkSize_350_Overlap_175_RetrieveResults_8,99.13 ± 6.98,1.44 ± 0.92,1.44 ± 0.92,350,175,8,99.13,6.98,1.44,0.92,1.44,0.92,2025-03-31T17:04:29.000Z
ChunkSize_350_Overlap_175_RetrieveResults_9,99.13 ± 6.98,1.28 ± 0.82,1.28 ± 0.82,350,175,9,99.13,6.98,1.28,0.82,1.28,0.82,2025-03-31T17:04:50.000Z
ChunkSize_350_Overlap_175_RetrieveResults_10,99.93 ± 0.58,1.17 ± 0.74,1.17 ± 0.74,350,175,10,99.93,0.58,1.17,0.74,1.17,0.74,2025-03-31T17:05:11.000Z
ChunkSize_400_Overlap_175_RetrieveResults_1,71.94 ± 43.25,7.2 ± 6.68,7.15 ± 6.59,400,175,1,71.94,43.25,7.2,6.68,7.15,6.59,2025-03-31T17:05:32.000Z
ChunkSize_400_Overlap_175_RetrieveResults_2,89.56 ± 28.51,4.59 ± 3.43,4.58 ± 3.43,400,175,2,89.56,28.51,4.59,3.43,4.58,3.43,2025-03-31T17:06:22.000Z
ChunkSize_400_Overlap_175_RetrieveResults_3,92.2 ± 25.61,3.17 ± 2.32,3.17 ± 2.32,400,175,3,92.2,25.61,3.17,2.32,3.17,2.32,2025-03-31T17:06:43.000Z
ChunkSize_400_Overlap_175_RetrieveResults_4,93.52 ± 23.3,2.42 ± 1.71,2.42 ± 1.71,400,175,4,93.52,23.3,2.42,1.71,2.42,1.71,2025-03-31T17:07:04.000Z
ChunkSize_400_Overlap_175_RetrieveResults_5,95.64 ± 19.63,1.98 ± 1.36,1.98 ± 1.36,400,175,5,95.64,19.63,1.98,1.36,1.98,1.36,2025-03-31T17:22:09.000Z
ChunkSize_400_Overlap_175_RetrieveResults_6,95.64 ± 19.63,1.65 ± 1.13,1.65 ± 1.13,400,175,6,95.64,19.63,1.65,1.13,1.65,1.13,2025-03-31T17:22:56.000Z
ChunkSize_400_Overlap_175_RetrieveResults_7,95.99 ± 19.47,1.42 ± 0.97,1.42 ± 0.97,400,175,7,95.99,19.47,1.42,0.97,1.42,0.97,2025-03-31T17:23:22.000Z
ChunkSize_400_Overlap_175_RetrieveResults_8,97.3 ± 16.01,1.25 ± 0.84,1.25 ± 0.84,400,175,8,97.3,16.01,1.25,0.84,1.25,0.84,2025-03-31T17:23:48.000Z
ChunkSize_400_Overlap_175_RetrieveResults_9,98.62 ± 11.4,1.12 ± 0.73,1.12 ± 0.73,400,175,9,98.62,11.4,1.12,0.73,1.12,0.73,2025-03-31T17:24:10.000Z
ChunkSize_400_Overlap_175_RetrieveResults_10,98.62 ± 11.4,1.01 ± 0.66,1.01 ± 0.66,400,175,10,98.62,11.4,1.01,0.66,1.01,0.66,2025-03-31T17:24:43.000Z
ChunkSize_450_Overlap_175_RetrieveResults_1,72.58 ± 41.88,6.28 ± 5.73,6.23 ± 5.7,450,175,1,72.58,41.88,6.28,5.73,6.23,5.7,2025-03-31T17:25:16.000Z
ChunkSize_450_Overlap_175_RetrieveResults_2,87.54 ± 30.31,3.88 ± 2.93,3.88 ± 2.92,450,175,2,87.54,30.31,3.88,2.93,3.88,2.92,2025-03-31T17:41:39.000Z
ChunkSize_450_Overlap_175_RetrieveResults_3,92.24 ± 24.42,2.85 ± 2.01,2.85 ± 2.0,450,175,3,92.24,24.42,2.85,2.01,2.85,2.0,2025-03-31T17:42:07.000Z
ChunkSize_450_Overlap_175_RetrieveResults_4,94.87 ± 19.16,2.19 ± 1.47,2.19 ± 1.47,450,175,4,94.87,19.16,2.19,1.47,2.19,1.47,2025-03-31T17:42:28.000Z
ChunkSize_450_Overlap_175_RetrieveResults_5,94.87 ± 19.16,1.75 ± 1.17,1.75 ± 1.17,450,175,5,94.87,19.16,1.75,1.17,1.75,1.17,2025-03-31T17:42:49.000Z
ChunkSize_450_Overlap_175_RetrieveResults_6,94.87 ± 19.16,1.46 ± 0.97,1.46 ± 0.97,450,175,6,94.87,19.16,1.46,0.97,1.46,0.97,2025-03-31T17:43:10.000Z
ChunkSize_450_Overlap_175_RetrieveResults_7,95.74 ± 17.84,1.26 ± 0.83,1.26 ± 0.83,450,175,7,95.74,17.84,1.26,0.83,1.26,0.83,2025-03-31T17:43:31.000Z
ChunkSize_450_Overlap_175_RetrieveResults_8,95.74 ± 17.84,1.1 ± 0.73,1.1 ± 0.73,450,175,8,95.74,17.84,1.1,0.73,1.1,0.73,2025-03-31T17:43:52.000Z
ChunkSize_450_Overlap_175_RetrieveResults_9,96.75 ± 14.18,0.99 ± 0.64,0.99 ± 0.64,450,175,9,96.75,14.18,0.99,0.64,0.99,0.64,2025-03-31T17:44:13.000Z
ChunkSize_450_Overlap_175_RetrieveResults_10,96.75 ± 14.18,0.89 ± 0.57,0.89 ± 0.57,450,175,10,96.75,14.18,0.89,0.57,0.89,0.57,2025-03-31T17:44:34.000Z
ChunkSize_500_Overlap_175_RetrieveResults_1,74.4 ± 41.3,5.91 ± 5.54,5.88 ± 5.51,500,175,1,74.4,41.3,5.91,5.54,5.88,5.51,2025-03-31T17:44:56.000Z
ChunkSize_500_Overlap_175_RetrieveResults_2,84.93 ± 33.44,3.47 ± 2.66,3.47 ± 2.65,500,175,2,84.93,33.44,3.47,2.66,3.47,2.65,2025-03-31T17:45:19.000Z
ChunkSize_500_Overlap_175_RetrieveResults_3,88.41 ± 29.88,2.44 ± 1.81,2.44 ± 1.8,500,175,3,88.41,29.88,2.44,1.81,2.44,1.8,2025-03-31T17:45:40.000Z
ChunkSize_500_Overlap_175_RetrieveResults_4,90.74 ± 27.3,1.89 ± 1.33,1.89 ± 1.33,500,175,4,90.74,27.3,1.89,1.33,1.89,1.33,2025-03-31T17:46:02.000Z
ChunkSize_500_Overlap_175_RetrieveResults_5,93.86 ± 22.69,1.56 ± 1.07,1.56 ± 1.07,500,175,5,93.86,22.69,1.56,1.07,1.56,1.07,2025-03-31T17:46:25.000Z
ChunkSize_500_Overlap_175_RetrieveResults_6,94.37 ± 22.38,1.31 ± 0.9,1.31 ± 0.9,500,175,6,94.37,22.38,1.31,0.9,1.31,0.9,2025-03-31T17:46:46.000Z
ChunkSize_500_Overlap_175_RetrieveResults_7,95.69 ± 19.55,1.14 ± 0.76,1.14 ± 0.76,500,175,7,95.69,19.55,1.14,0.76,1.14,0.76,2025-03-31T17:47:07.000Z
ChunkSize_500_Overlap_175_RetrieveResults_8,95.95 ± 19.47,1.0 ± 0.67,1.0 ± 0.67,500,175,8,95.95,19.47,1.0,0.67,1.0,0.67,2025-03-31T17:47:28.000Z
ChunkSize_500_Overlap_175_RetrieveResults_9,95.95 ± 19.47,0.9 ± 0.6,0.9 ± 0.6,500,175,9,95.95,19.47,0.9,0.6,0.9,0.6,2025-03-31T17:47:49.000Z
ChunkSize_500_Overlap_175_RetrieveResults_10,98.58 ± 11.42,0.82 ± 0.52,0.82 ± 0.52,500,175,10,98.58,11.42,0.82,0.52,0.82,0.52,2025-03-31T17:48:11.000Z
ChunkSize_550_Overlap_175_RetrieveResults_1,54.47 ± 48.47,4.08 ± 4.95,4.04 ± 4.86,550,175,1,54.47,48.47,4.08,4.95,4.04,4.86,2025-03-31T17:48:36.000Z
ChunkSize_550_Overlap_175_RetrieveResults_2,67.79 ± 45.14,2.62 ± 2.58,2.61 ± 2.57,550,175,2,67.79,45.14,2.62,2.58,2.61,2.57,2025-03-31T17:48:57.000Z
ChunkSize_550_Overlap_175_RetrieveResults_3,77.0 ± 40.32,1.92 ± 1.64,1.91 ± 1.63,550,175,3,77.0,40.32,1.92,1.64,1.91,1.63,2025-03-31T17:49:18.000Z
ChunkSize_550_Overlap_175_RetrieveResults_4,82.26 ± 36.24,1.56 ± 1.21,1.56 ± 1.21,550,175,4,82.26,36.24,1.56,1.21,1.56,1.21,2025-03-31T17:49:39.000Z
ChunkSize_550_Overlap_175_RetrieveResults_5,87.53 ± 30.76,1.29 ± 0.93,1.29 ± 0.93,550,175,5,87.53,30.76,1.29,0.93,1.29,0.93,2025-03-31T17:50:00.000Z
ChunkSize_550_Overlap_175_RetrieveResults_6,90.16 ± 27.23,1.11 ± 0.76,1.11 ± 0.76,550,175,6,90.16,27.23,1.11,0.76,1.11,0.76,2025-03-31T17:50:21.000Z
ChunkSize_550_Overlap_175_RetrieveResults_7,90.61 ± 27.11,0.96 ± 0.67,0.96 ± 0.67,550,175,7,90.61,27.11,0.96,0.67,0.96,0.67,2025-03-31T17:50:42.000Z
ChunkSize_550_Overlap_175_RetrieveResults_8,90.61 ± 27.11,0.85 ± 0.59,0.84 ± 0.59,550,175,8,90.61,27.11,0.85,0.59,0.84,0.59,2025-03-31T17:51:04.000Z
ChunkSize_550_Overlap_175_RetrieveResults_9,94.55 ± 19.98,0.78 ± 0.51,0.78 ± 0.51,550,175,9,94.55,19.98,0.78,0.51,0.78,0.51,2025-03-31T17:51:25.000Z
ChunkSize_550_Overlap_175_RetrieveResults_10,94.55 ± 19.98,0.7 ± 0.46,0.7 ± 0.45,550,175,10,94.55,19.98,0.7,0.46,0.7,0.45,2025-03-31T17:51:46.000Z
ChunkSize_600_Overlap_175_RetrieveResults_1,54.96 ± 47.76,3.92 ± 4.67,3.89 ± 4.64,600,175,1,54.96,47.76,3.92,4.67,3.89,4.64,2025-03-31T17:52:07.000Z
ChunkSize_600_Overlap_175_RetrieveResults_2,71.58 ± 43.54,2.58 ± 2.38,2.57 ± 2.38,600,175,2,71.58,43.54,2.58,2.38,2.57,2.38,2025-03-31T17:52:29.000Z
ChunkSize_600_Overlap_175_RetrieveResults_3,79.12 ± 39.01,1.85 ± 1.54,1.85 ± 1.54,600,175,3,79.12,39.01,1.85,1.54,1.85,1.54,2025-03-31T17:52:50.000Z
ChunkSize_600_Overlap_175_RetrieveResults_4,85.55 ± 34.2,1.5 ± 1.18,1.5 ± 1.18,600,175,4,85.55,34.2,1.5,1.18,1.5,1.18,2025-03-31T17:53:11.000Z
ChunkSize_600_Overlap_175_RetrieveResults_5,88.19 ± 31.24,1.23 ± 0.93,1.23 ± 0.93,600,175,5,88.19,31.24,1.23,0.93,1.23,0.93,2025-03-31T17:53:32.000Z
ChunkSize_600_Overlap_175_RetrieveResults_6,89.5 ± 29.55,1.02 ± 0.77,1.02 ± 0.77,600,175,6,89.5,29.55,1.02,0.77,1.02,0.77,2025-03-31T17:53:53.000Z
ChunkSize_600_Overlap_175_RetrieveResults_7,89.5 ± 29.55,0.88 ± 0.66,0.88 ± 0.66,600,175,7,89.5,29.55,0.88,0.66,0.88,0.66,2025-03-31T17:54:14.000Z
ChunkSize_600_Overlap_175_RetrieveResults_8,91.13 ± 27.99,0.8 ± 0.6,0.8 ± 0.6,600,175,8,91.13,27.99,0.8,0.6,0.8,0.6,2025-03-31T17:54:35.000Z
ChunkSize_600_Overlap_175_RetrieveResults_9,91.13 ± 27.99,0.71 ± 0.53,0.71 ± 0.53,600,175,9,91.13,27.99,0.71,0.53,0.71,0.53,2025-03-31T17:54:56.000Z
ChunkSize_600_Overlap_175_RetrieveResults_10,92.44 ± 25.95,0.65 ± 0.47,0.65 ± 0.47,600,175,10,92.44,25.95,0.65,0.47,0.65,0.47,2025-03-31T17:55:17.000Z
ChunkSize_50_Overlap_200_RetrieveResults_1,,,,50,200,1,,,,,,,2025-03-31T17:55:39.000Z
ChunkSize_50_Overlap_200_RetrieveResults_2,,,,50,200,2,,,,,,,2025-03-31T17:55:54.000Z
ChunkSize_50_Overlap_200_RetrieveResults_3,,,,50,200,3,,,,,,,2025-03-31T17:56:10.000Z
ChunkSize_50_Overlap_200_RetrieveResults_4,,,,50,200,4,,,,,,,2025-03-31T17:56:26.000Z
ChunkSize_50_Overlap_200_RetrieveResults_5,,,,50,200,5,,,,,,,2025-03-31T17:56:42.000Z
ChunkSize_50_Overlap_200_RetrieveResults_6,,,,50,200,6,,,,,,,2025-03-31T17:56:58.000Z
ChunkSize_50_Overlap_200_RetrieveResults_7,,,,50,200,7,,,,,,,2025-03-31T17:57:14.000Z
ChunkSize_50_Overlap_200_RetrieveResults_8,,,,50,200,8,,,,,,,2025-03-31T17:57:29.000Z
ChunkSize_50_Overlap_200_RetrieveResults_9,,,,50,200,9,,,,,,,2025-03-31T17:57:45.000Z
ChunkSize_50_Overlap_200_RetrieveResults_10,,,,50,200,10,,,,,,,2025-03-31T17:58:01.000Z
ChunkSize_100_Overlap_200_RetrieveResults_1,,,,100,200,1,,,,,,,2025-03-31T17:58:17.000Z
ChunkSize_100_Overlap_200_RetrieveResults_2,,,,100,200,2,,,,,,,2025-03-31T17:58:33.000Z
ChunkSize_100_Overlap_200_RetrieveResults_3,,,,100,200,3,,,,,,,2025-03-31T17:58:55.000Z
ChunkSize_100_Overlap_200_RetrieveResults_4,,,,100,200,4,,,,,,,2025-03-31T17:59:16.000Z
ChunkSize_100_Overlap_200_RetrieveResults_5,,,,100,200,5,,,,,,,2025-03-31T17:59:32.000Z
ChunkSize_100_Overlap_200_RetrieveResults_6,,,,100,200,6,,,,,,,2025-03-31T17:59:54.000Z
ChunkSize_100_Overlap_200_RetrieveResults_7,,,,100,200,7,,,,,,,2025-03-31T18:00:10.000Z
ChunkSize_100_Overlap_200_RetrieveResults_8,,,,100,200,8,,,,,,,2025-03-31T18:00:26.000Z
ChunkSize_100_Overlap_200_RetrieveResults_9,,,,100,200,9,,,,,,,2025-03-31T18:00:42.000Z
ChunkSize_100_Overlap_200_RetrieveResults_10,,,,100,200,10,,,,,,,2025-03-31T18:00:58.000Z
ChunkSize_150_Overlap_200_RetrieveResults_1,,,,150,200,1,,,,,,,2025-03-31T18:01:14.000Z
ChunkSize_150_Overlap_200_RetrieveResults_2,,,,150,200,2,,,,,,,2025-03-31T18:01:30.000Z
ChunkSize_150_Overlap_200_RetrieveResults_3,,,,150,200,3,,,,,,,2025-03-31T18:01:46.000Z
ChunkSize_150_Overlap_200_RetrieveResults_4,,,,150,200,4,,,,,,,2025-03-31T18:02:02.000Z
ChunkSize_150_Overlap_200_RetrieveResults_5,,,,150,200,5,,,,,,,2025-03-31T18:02:18.000Z
ChunkSize_150_Overlap_200_RetrieveResults_6,,,,150,200,6,,,,,,,2025-03-31T18:02:34.000Z
ChunkSize_150_Overlap_200_RetrieveResults_7,,,,150,200,7,,,,,,,2025-03-31T18:02:50.000Z
ChunkSize_150_Overlap_200_RetrieveResults_8,,,,150,200,8,,,,,,,2025-03-31T18:03:06.000Z
ChunkSize_150_Overlap_200_RetrieveResults_9,,,,150,200,9,,,,,,,2025-03-31T18:03:22.000Z
ChunkSize_150_Overlap_200_RetrieveResults_10,,,,150,200,10,,,,,,,2025-03-31T18:03:37.000Z
ChunkSize_200_Overlap_200_RetrieveResults_1,,,,200,200,1,,,,,,,2025-03-31T18:03:54.000Z
ChunkSize_200_Overlap_200_RetrieveResults_2,,,,200,200,2,,,,,,,2025-03-31T18:04:09.000Z
ChunkSize_200_Overlap_200_RetrieveResults_3,,,,200,200,3,,,,,,,2025-03-31T18:04:30.000Z
ChunkSize_200_Overlap_200_RetrieveResults_4,,,,200,200,4,,,,,,,2025-03-31T18:04:46.000Z
ChunkSize_200_Overlap_200_RetrieveResults_5,,,,200,200,5,,,,,,,2025-03-31T18:05:08.000Z
ChunkSize_200_Overlap_200_RetrieveResults_6,,,,200,200,6,,,,,,,2025-03-31T18:05:23.000Z
ChunkSize_200_Overlap_200_RetrieveResults_7,,,,200,200,7,,,,,,,2025-03-31T18:05:45.000Z
ChunkSize_200_Overlap_200_RetrieveResults_8,,,,200,200,8,,,,,,,2025-03-31T18:06:00.000Z
ChunkSize_200_Overlap_200_RetrieveResults_9,,,,200,200,9,,,,,,,2025-03-31T18:06:16.000Z
ChunkSize_200_Overlap_200_RetrieveResults_10,,,,200,200,10,,,,,,,2025-03-31T18:06:32.000Z
ChunkSize_600_Overlap_300_RetrieveResults_10,97.37 ± 16.01,0.67 ± 0.45,0.67 ± 0.45,600,300,10,97.37,16.01,0.67,0.45,0.67,0.45,2025-03-31T20:58:38.000Z
ChunkSize_600_Overlap_300_RetrieveResults_9,96.91 ± 16.43,0.74 ± 0.5,0.74 ± 0.5,600,300,9,96.91,16.43,0.74,0.5,0.74,0.5,2025-03-31T20:58:17.000Z
ChunkSize_600_Overlap_300_RetrieveResults_8,95.62 ± 19.64,0.83 ± 0.57,0.83 ± 0.57,600,300,8,95.62,19.64,0.83,0.57,0.83,0.57,2025-03-31T20:57:56.000Z
ChunkSize_600_Overlap_300_RetrieveResults_7,95.62 ± 19.64,0.95 ± 0.64,0.95 ± 0.64,600,300,7,95.62,19.64,0.95,0.64,0.95,0.64,2025-03-31T20:57:35.000Z
ChunkSize_600_Overlap_300_RetrieveResults_6,94.62 ± 20.48,1.1 ± 0.76,1.1 ± 0.76,600,300,6,94.62,20.48,1.1,0.76,1.1,0.76,2025-03-31T20:57:14.000Z
ChunkSize_600_Overlap_300_RetrieveResults_5,93.21 ± 23.12,1.3 ± 0.92,1.3 ± 0.92,600,300,5,93.21,23.12,1.3,0.92,1.3,0.92,2025-03-31T20:56:52.000Z
ChunkSize_600_Overlap_300_RetrieveResults_4,89.9 ± 27.87,1.54 ± 1.1,1.54 ± 1.1,600,300,4,89.9,27.87,1.54,1.1,1.54,1.1,2025-03-31T20:56:31.000Z
ChunkSize_600_Overlap_300_RetrieveResults_3,88.15 ± 29.74,2.01 ± 1.48,2.01 ± 1.48,600,300,3,88.15,29.74,2.01,1.48,2.01,1.48,2025-03-31T20:56:10.000Z
ChunkSize_600_Overlap_300_RetrieveResults_2,83.54 ± 34.38,2.85 ± 2.29,2.85 ± 2.29,600,300,2,83.54,34.38,2.85,2.29,2.85,2.29,2025-03-31T20:55:49.000Z
ChunkSize_600_Overlap_300_RetrieveResults_1,73.2 ± 41.2,5.01 ± 4.51,4.98 ± 4.49,600,300,1,73.2,41.2,5.01,4.51,4.98,4.49,2025-03-31T20:55:28.000Z
ChunkSize_550_Overlap_300_RetrieveResults_10,,,,550,300,10,,,,,,,2025-03-31T20:55:12.000Z
ChunkSize_550_Overlap_300_RetrieveResults_9,,,,550,300,9,,,,,,,2025-03-31T20:54:56.000Z
ChunkSize_550_Overlap_300_RetrieveResults_8,,,,550,300,8,,,,,,,2025-03-31T20:54:40.000Z
